episode,episode_length,total_rewards,avg_q,epsilon
159,162,"tf.Tensor(
[-30.  22. -22.  -8.  12. -10. -22.  18. -18. -24. -12.  30.  30. -24.
 -20.  -4.   0.  16.   6.  12.  12. -24.  -2.  -8.  -6. -48.  10.   6.
 -18.   6. -40.  14. -10.  30. -38.  14.  12.  -8. -24. -30.  10.   0.
 -10. -24.   6.  30.  -2.   0.  12. -20.   2.  12. -20.   6.  22. -14.
  24. -12.  -8. -18.   4.  60. -10.  32.], shape=(64,), dtype=float32)",6.539717,0.4524766586551295
160,251,"tf.Tensor(
[-17. -23.  -7. -35. -13.   5.  29.  23. -49.  -1.  23.  59. -25. -17.
  31.  11. -19. -29.  -7.   1. -25.  17.   1. -17.  49.  31.  37.  17.
  13. -49. -13.  53.  -1.  19.   7.  -1. -79. -11. -35.   5. -29.  37.
 -13. -11.  -5.  -5.  43.  19.   1.  13.  65. -13.  31. -35.  25.  61.
  -1.   1.  19.  17. -23.   7.  17. -25.], shape=(64,), dtype=float32)",7.2805533,0.4502255310001289
161,31,"tf.Tensor(
[ 13.  -5.   7.  -7.  -7.  -7.  11.   7.  -5. -11.  -1. -13.  11. -13.
  -1.  11.  -5. -11.  25.   5.  19.  -7.   5.   7.   1.  13.  17.  -1.
   5. -11.  13. -13.   5.  -7. -11.   1.  17.  -1.   1.  -1.  -7.  17.
  13.   5.  -7.   1.  -5.  -1.  -5. -19. -11.  -7. -23.  13.  -5.   1.
   1. -17.  -1. -13.   7.   5.   5.   7.], shape=(64,), dtype=float32)",6.9459457,0.44798560298520296
162,257,"tf.Tensor(
[-49.  29.  -1.   1. -29. -11.   1. -19.   5.  41.   7.   7. -35. -23.
 -53. -47. -37.   5. -19. -23. -49. -17.  13.  29.  35. -31.  -5. -11.
   7.  11.  11.  19. -17. -47. -13.  -1. -17.  49.  65. -23.   7.  31.
  -7.  -5.  25.  35.  -1.   1. -25. -77.  -1.   1. -43.  -1.  23. -19.
  -1. -13.   7.   1.  23.  -5.  -5.  23.], shape=(64,), dtype=float32)",7.226056,0.44575681889074925
163,205,"tf.Tensor(
[-17. -31. -13.  59.  23.   1.  -5.  17.  31. -17.  31. -17. -17. -37.
  -7. -17.  35.   1. -43.  -5. -31. -17.  25.   5. -31.  47. -17. -37.
   1.  31.  17.  35.  -5.  19. -19.   7.  13.   5.  -7. -41.  17.  29.
  23.  -5.  -1.  -7.  -5. -13.  11.  43.   7. -11.  19.  -7.  23.   5.
  -1.   7.  19. -11. -55. -23.  -5.  35.], shape=(64,), dtype=float32)",7.3107557,0.4435391232743774
164,360,"tf.Tensor(
[ 30. -10.  -6. -84. -18.  18. -38.  62.  24. -26.  16.   6.  42.  60.
  26.  84.  36. -26. -22.  10.  44.  22.  -6.   6. -24.   8. -12.  -6.
   4. -18.  30. -34. -18. -44. -36.  42.  22.   2.   6. -20.  18.  -4.
  12.  18.   0.  12.  76. -40.  14. -12.  10.   6.  -8.  42.  26.  44.
  18. -18.   4. -72. -78. -26.  28.  20.], shape=(64,), dtype=float32)",7.366727,0.44133246096952977
165,175,"tf.Tensor(
[-29.  -5. -25.  -1.  -1.  45. -43.   1.  15.   9.  11.  27.  33. -13.
 -27.  27. -61.  -3.   3.   9.  15.  21. -27. -49.  -1.  55.  25.  15.
 -25.  -3.  -7. -29.  25. -15.  21.   9.   9.  27.   9. -27.  -1.  21.
 -15.  -5.  15.   5. -21.  55.  15.  39. -13. -17. -13. -13. -17. -17.
   9.  -3.  21.  -5.  27.  33. -13.  13.], shape=(64,), dtype=float32)",7.6603036,0.43913677708410925
166,92,"tf.Tensor(
[ 14.  18.  10. -44.  -8.  -2.   4.   8.   6.  32.  10.  -8.  -6. -24.
 -12. -20. -38. -10.   6.  -6.  28.  18.  18. -18.   6.   2.   2.   6.
  -6.  10.  -8. -30. -18.  14. -22.  -6.  12.  -2.   2. -12.  -2.  -8.
 -12.   8.  14.  -8.   0. -10. -14. -12.  10.   8.  -8.   4.  32. -54.
 -28.   6.  50.   8.  -4.  -6.  30.   2.], shape=(64,), dtype=float32)",7.8884325,0.43695201699911373
167,210,"tf.Tensor(
[-54.  38. -28.  20.  36.  66. -18.  16. -36.   4.  20.  -6.  30.  34.
  34.   6.   0. -12.  30.  20. -22.  42.  28.  40. -14.  24.  -6.   8.
 -20. -16.  20.  12. -40.  58. -50.  -6.   0.  32. -38. -64. -18.   0.
  18. -18.  30.  12.   8.   0.  30.  24. -36.  72.  18.  14. -26. -30.
  54.   4.  36.  34. -32. -30.  22. -12.], shape=(64,), dtype=float32)",7.7934046,0.4347781263672774
168,130,"tf.Tensor(
[ -2.  22.  10.   6.  -4.   6.   0.   6.  10. -12.  54.  -4.  22. -10.
 -12.  14.  36.  -8.  10.  22.  42.   6.  18.   0.   2.  10.  -8. -12.
  18.  52.  -6.  36.   0.  18.   0. -26.  14.  16.  32.  40. -58. -10.
  -6.  30.  -8.   2.  10. -26.   2.   4.   0.   6. -10.  -6.  36.  38.
  24. -10.  10. -28.  12.  36.  26. -20.], shape=(64,), dtype=float32)",8.083959,0.4326150511117189
169,220,"tf.Tensor(
[ 16.  46.  34.  14. -10. -26. -14. -14.  22.  34.   2.  26.  -2.   2.
  40.  32.  52.  10.  22.   4.  14.  58.  22.  10.   8.  46.  10.  50.
 -14.  22.  50.  10.  20. -20. -26.  34.  -4.  40.  -4.  -2. -46. -10.
  22.  14.  22.  20.  28. -44.  14.  22.  -2.  20.  26. -28.  16. -22.
 -16.  14.  40.  26.  46.  58.  -4.  28.], shape=(64,), dtype=float32)",7.8155036,0.43046273742459595
170,210,"tf.Tensor(
[ 12. -30.  12.  42.  36.  24.  18. -12.  30.  36.  24.  30.  24.  18.
  18.  24.  -6.  30.  24.   6.  30.  30.   0. -12.  18.  24.  18. -42.
 -24.  12.  30.   6. -30.   6.  42.   6.  12.  24. -18.  42.   6.   0.
 -18.   0.  -6.  30. -30. -12. -24.  24.  12. -42.  18. -12.  12.  12.
  -6. -48.  24. -18.  12. -24.  -6. -42.], shape=(64,), dtype=float32)",7.9034414,0.42832113176576714
171,162,"tf.Tensor(
[  0.  24.  12. -24.  42.  -6.  18.   0.   0.   0.   0. -18.   0.  42.
 -36.  24.  18. -12. -30.  12.   6.  24.  30.  18. -24.  18.  -6.  12.
  42.  -6.  24.   0. -12.  24.  48. -12.   0.  -6. -12.  12. -42.  42.
   6.  54.   0.   0.  -6.   6.  12.  -6.   6.  12. -42. -42.  -6.  -6.
  24.  30.  12.   6. -24. -36.   0.  66.], shape=(64,), dtype=float32)",8.638792,0.4261901808614599
172,15,"tf.Tensor(
[  9.   9.   3.  -9.   3.  -3.   9.   3.   3.  -3. -15.   3.   9.   9.
   9.   9.   9.   3.  -3.   9.  -3.  -9.  -3.  -3.   9.   3.   3.  -3.
   9.  -9.   3.  -9.  -3.   3.   9.   9.  -3.  -9.   3.  -3.   3.   9.
   9.  -3.   3.   3.   3.   3.   3.   3.  -3.  -9.  -3.   3.   3.   3.
 -15.  -3.   9.   3.   3.   3.  -9.  -3.], shape=(64,), dtype=float32)",8.7663555,0.4240698317029452
173,118,"tf.Tensor(
[ 10.   2. -32.  14. -20.   2.  10.  -8.  14.  16.   8.   8.  -8. -16.
  -2.  -8.  -8.   8.  28.  -8. -14.  10.  26.  28.  16. -10.   2.  20.
   2. -22.  26.  20.  26.  52. -14.  -2.   4.  14. -38.  10. -16.   8.
   8.  -2.  -2.   8.  20.  10.  -8. -10.  20.  16.   2. -28.  -4. -16.
 -34. -34.  -2.  -4.   8.  14. -32.  40.], shape=(64,), dtype=float32)",8.520618,0.42196003154521916
174,224,"tf.Tensor(
[ 14.  -2.  32.  -2. -16.  10. -34.  14.  16. -28.  16.  10. -46. -14.
  26.  56.   8.  -8.  44.   8. -52.  50. -20.  26. -10. -14.  22.  -2.
  52.   4. -20. -14.  -8.  26.  20.   8.   2.  -2.   2. -22. -38. -14.
 -56.  32.  -4.  22.  64. -22. -16.  28.  46.  26.  34.  -2.  10.  -2.
  -2.  10.  44. -14.  58.  34. -10.  14.], shape=(64,), dtype=float32)",8.624676,0.41986072790569073
175,186,"tf.Tensor(
[ 60.  -6.  54.  30. -12.  24.  30.   0.  -6.  42.  -6.  18.  12.  -6.
 -30.  36. -12.  30.   6. -30.   6. -24. -24.  18.  -6.  -6.  30.  54.
  54. -30.  -6.  12. -12. -12. -30.  -6.  24.  18.   0. -18.  24.  48.
 -24.  72. -18. -60. -24.  30.  60.   0. -12.  30.  18.   6.   6. -24.
   0.   0. -18.   0.  30.  18.   0. -12.], shape=(64,), dtype=float32)",8.534941,0.4177718685628764
176,360,"tf.Tensor(
[ 42.   6. -54.  12.  36.  -6. -18.  18.  42. -30.   0.   0.   0.  42.
  24.  36.  36.  12.  54.  30.  42.   0.  54.  54.   0.  42.  48.  36.
  84.  12. -54.   0.  36.  12.  36.  30.   0. -60. -18.  66.  -6.  48.
 -42.  60.  30. -72.  -6.  54.  66.   6.  12.  12.  24.  36. -12.  36.
  54.  36.  54.  12.   0.  12. -12.  12.], shape=(64,), dtype=float32)",8.652329,0.4156934015551009
177,157,"tf.Tensor(
[ 47.  23.  11.   1.  -1.   1. -13.  -7.  35.  -7.  47.  35. -11.  -1.
  31.  -5.  17.   5.  17.   1.  25. -17.  -5.  19. -29.  31.  19.  43.
  17. -31.  11.   7.  -7.   1. -11.   1.  -7.  13.  25.  25. -19.  13.
  -1.  25. -23. -31. -13. -25. -19.   1.   5.  -1.  11.  19.  13.  19.
  29. -29.  59. -17.  43. -23.   5.  17.], shape=(64,), dtype=float32)",8.979923,0.41362527517920494
178,268,"tf.Tensor(
[ 30. -18.  -6.  28. -22. -14.  14.  24.  62.  38.  -6. -18.  16.  42.
  48.  28.   2.  54.  56.  40.  28.  28.  12.  18.  -2. -18.  10.  40.
 -10.  26.  -6.  30.  60.  -6.  34.  34.  24.  40.  -8.  34. -46.   0.
 -34.  48.  28.  30. -12. -18. -18. -12.  30.  -6.  24.  24.   6. -36.
   6.  16.  -6.  -8. -32.  30. -34. -10.], shape=(64,), dtype=float32)",8.809238,0.4115674379892587
179,227,"tf.Tensor(
[ -9.  45.  41.   3.   7.  35.  15.  21. -15.  43.  27.  15.  39. -13.
   1.  33. -35. -19.  19. -13.  35.  11.  15.  21.  11.  57.   5.  45.
  31.  43. -31.  39.  41.  25.   3.  11.   5.  -9.  -3.  17. -41.  49.
   1.  13.   5.  29.  -1. -27.  23.   9. -21. -31.  35. -21.  -5.  13.
  11. -21.  17.  15.  35.   7.  -9.  51.], shape=(64,), dtype=float32)",9.048823,0.40951983879528236
180,122,"tf.Tensor(
[ 16.  46.  38.  10.  22.  -4.  32.  10.  32.  28.  -8.  -2.  -2.  38.
  16.  40.   4.  38.  10.  14.  26.  44.   8. -28.  20.   2.   8.  -2.
  28.   4.   2.  26.  26.  10. -26.  44.   2.  -2.  28. -22.  22.  16.
   4.  22.  26. -10.  32.  -2. -22.  32.   4.  14.  32.  14.  16.  28.
   8.  10.  32.  -8.  14.   4. -10. -16.], shape=(64,), dtype=float32)",8.914103,0.40748242666197254
181,180,"tf.Tensor(
[ 36.  24. -12.   0.  24.  24.  42.   6.   0.   0.  12.  12.  18.  30.
  12.  36.  12.   6.   6. -36.  12.  30.  30.  42.  12.  42. -48. -12.
   0.   0.   6. -18. -12.  60. -24.  -6.  18.  18.  24.   0.  30.  48.
  24.  30.  24.   6. -30.  54.  30.  24.  12.  18.   6.   0. -24.  18.
  30.  -6.   6.  12.  24.  42.  -6.  60.], shape=(64,), dtype=float32)",8.911913,0.4054551509074354
182,149,"tf.Tensor(
[ 23.  53.  13.  19.   1. -11. -11.  31. -13.  -5.  35. -25.   5.  -5.
  35. -19.  -5.  -1.  25. -19.   5.  43.  -7.   5.   1.   1.  35.  11.
  -1.  -7.  -5.  35.  71.  43. -31.  35.  37.  -5.  35.  -7.  19.  19.
  17.  29.  31.  -1.  -1.  35. -11.  23. -43. -13.  37.  11.  65. -29.
  19.   7.  23. -11.  -5.   7. -55.   5.], shape=(64,), dtype=float32)",9.801503,0.4034379611019258
183,70,"tf.Tensor(
[  4.  10.  26.  14. -16. -34.  14. -22.  -2. -10.  -2.  16.  16. -16.
  -2.  -2.   2. -14.  -4. -14.  16.   8.  16.  10.  26. -28.  -8.  22.
   4.  16.   8.  -2. -14.  -4.  -2.  10. -16.  -4.  -8. -14.   8.  14.
  16.  22.   8.  34.  16.  22.  32.  22.  28.  10.  14.  28.  16.   2.
  26. -10. -14.  26.  26.  32.  10.  16.], shape=(64,), dtype=float32)",9.8441,0.4014308070665929
184,270,"tf.Tensor(
[ 18.   6.  12.  30.  36.   6.  60.  30.  18.  30.  12.  48.  -6. -18.
  36.   6.  42.  42.  30. -36. -12.  18.  24.  42.   0. -30.  30.   0.
  30.  42.  24.  72.  24.  66.   6. -18.  60.  24.   6.  42.   0.  12.
  24.  30.  30.  18.  60.   6.  18.  30.  42.  36.  24.  -6. -36.  24.
 -12. -30.  54.  -6. -30.  36.   0. -24.], shape=(64,), dtype=float32)",9.463209,0.39943363887223177
185,203,"tf.Tensor(
[ 49.  35.  43.  11.  -1.  11.  17. -13.  25.  11.  13.  -7. -29.  17.
  -1. -23.  25. -23.  25.  -5. -41.  29. -49.  37.  13.  11.  11.   5.
  31. -13.  29. -25. -29.  -7. -19.  35.  29. -29.  41. -25.  29.   7.
  25.  17.  -5.  -1.  25. -11.  -1.  -5.  23.  25.   5.  -7.  23.  41.
  19. -11. -11.   5.  -5.  49.  29.   7.], shape=(64,), dtype=float32)",9.482045,0.3974464068380416
186,295,"tf.Tensor(
[ 35.  25. 101.  61.  31.  25.   1.  13.  65. -11.  23.  55.  -1.  13.
 -29.  89.  53. -19.  77.  -1.  47.  -5.  13.  35. -31.   1.  43.   7.
  29.  13.  79. -29.  41.  43.  13.  55.  19.  11.  19.  13.  31.   5.
  23.   7.  47.   1. -25.  17.  67.  23. -11.  41. -35.  31.  49.  37.
   5. -25.  59.  19.  35.  35.   7.  -7.], shape=(64,), dtype=float32)",9.63851,0.3954690615303897
187,120,"tf.Tensor(
[ 12.  24.  36.  12.  42.  18.   0.  36.   0. -18.  -6.  18. -12.  30.
   6. -12.  30.  -6.  12. -18.   0.   0.   0.  12.  48.   6.  18.   0.
   0.  66.   0.  30.  -6.   0.  60. -12. -18.  18.  12.  24.   0.  18.
  18.  18.  30. -24. -18.  12.  18.  36.  12.  12.   6.  -6. -18.  42.
   0. -18. -12.  12.  12.  12.  -6. -18.], shape=(64,), dtype=float32)",10.472485,0.3935015537615818
188,336,"tf.Tensor(
[ 60.   0.  42. -18.  30.  36.  24.  24.  18.  30.   6.  12.   6.  42.
  42.  -6.  24. -12.  42.  54.  30. -24.  78.  60.  66.   6.  60.  30.
  42.   6.  12.  18.  30.  36.   0.  30.  24. 102.  30.  24. -12. 102.
  36.  30.  84.  24.  72.  48.  12.  30.  12.  -6.  24.  72.  66.  12.
  36. 108. -30.  18.  36.   6.  60.  36.], shape=(64,), dtype=float32)",10.206972,0.3915438345886387
189,245,"tf.Tensor(
[  1.  47.  -1.  -7.  59.  29.  55.  -1.   7.  71.  55.  25.  13. -29.
   5.  17.  43.  55.  73. -11.  31. -19.  53.  29.  25.  11.  29.   1.
  41.  25.  43.  35.   7.  19.  19.  35.  13.  47.  79.  65. -31.  19.
  17.   7.  31. -11.  23.  13.  35.  71.  29.  73.  37.  11.  -5.  47.
  55.  49.  53.  29.  -5.  17.  73. -11.], shape=(64,), dtype=float32)",10.324918,0.3895958553120783
190,148,"tf.Tensor(
[ 32.  34.  40.  10.  16.  10.  26.  34.  14.  70.  26.  14.  38.  50.
  40.  -2.  -4.  32. -16.   8.  20.  28.  28.  -2. -10.  46.  22. -28.
  -2.  32.  38.  10.  50.  14.  14.  28.  44. -26. -10.  22.  52.  32.
  64.  14.  26.  26.   4.  14.  28.   4.  28.  38.  14.  16.  14.  22.
  50.  38.  16. -20. -10.  10.  14.  -4.], shape=(64,), dtype=float32)",10.224859,0.3876575674747048
191,27,"tf.Tensor(
[ 15.  -9.   3.   3. -15.   3.   9.   3.   3.   9.   3.   3.   9.  -9.
  -9.  -9.   9.  -3.  15.  21.   3.   3.   9.  21.  -3.   9.   9.  -3.
   9.   3.  -9.  -3.  15.  15.   9.   9.  -3.  -9.   9.   3.   9.  15.
  -3.   3.  -9.   3.  -3.   9.  -3.  15.  -3.   3.   3.   3.   9.   3.
  -3.  15.  -9. -15.   3.   9.   3.  15.], shape=(64,), dtype=float32)",10.38221,0.38572892286040283
192,68,"tf.Tensor(
[  2.   2. -46.   8. -10.  20.  14.  -2.  -2. -14. -20.  20.  20. -14.
  -4.  14.   2.   2.  26.   8.  38.  38.  16.  -4.  14.   4.  22.  -2.
   2.  14.  14.  -4.  10.   8.  10.   8.  10.  -2.  16.  -2. -14.  -2.
  16.  28.  20.   8.  10.  -4. -14.  -2.  16.  -2.  20.  26.  10.  -4.
   4.   8. -16.  20. -28.   8.  -4.  -2.], shape=(64,), dtype=float32)",10.321119,0.38380987349293816
193,197,"tf.Tensor(
[  9.   9.  47.  -1.  39. -19.  53.  25.  45.  13.  55.  47.  -7.   3.
  33.  23.  27.  63. -43.  23. -21.   5.  75.  21.  65.  -3.   7.  -9.
  65.  -3.   5.   9.  45.   5.   9.  35.  51.  85.  57.  81.  21. -15.
  55.  63. -15.  35.  43.  45.  31.   7.  13. -15.  29.  -7.  51.  29.
 -45.  23.   5.  23.  51.  -9.   3.   1.], shape=(64,), dtype=float32)",10.798973,0.38190037163476437
194,180,"tf.Tensor(
[ 20.  32.  10.  36.  36.  22.  12. -16.   6.  26.  20.  40.  12.  88.
 -28.  30.  32.  12.  46.  10.  12.  22. -14.  14.  22.  42. -12.   0.
  40.  20. -18.  32.  82.  60. -56.  12.  -2.  26.  46.   6. -14.  54.
  14.   4.  20.  40.   0.  60.   8.  18.  38.  42.  12. -14.  52.  52.
  12.  40.   4.   0.   8.   2. -40.  18.], shape=(64,), dtype=float32)",10.803555,0.38000036978583523
195,173,"tf.Tensor(
[  5. -13.  25.  35.   7.  19. -19. -13.   5.  23. -25.  13.  23.  43.
  17.  47.   5.  19.  61. -11.  25.  25.  19.  35.  13.  11.  25.  17.
   7.  11.   5.  71.   7.  29. -23.   5.  -5.  29.  19. -19.   7.   5.
  53.  25.  29.  37.  55.   1.   5.   1.  29.  47. -31.  43.  61.   7.
  29.  13.  31.  -7.  29.  53.  17.   1.], shape=(64,), dtype=float32)",11.077333,0.37810982068242316
196,166,"tf.Tensor(
[-10.  22.  52.  34.  32.  20.  56.  28.   4.  20.  34. -14. -14.  44.
  34. -40.  14. -44.  20.  22.  22.  38.  40.  38. -16.  34.  26.  46.
 -10.  26.  16.   2.  26.  22.  -8.  46.  32.  10.  16.   4.  28.   2.
  16.  44.   8. -16.  34.  40.  46.  22. -22. -20.  34.   2.  16. -28.
   8. -16.   2.  -2.   2.  22.  38.  10.], shape=(64,), dtype=float32)",11.024212,0.3762286772959435
197,12,"tf.Tensor(
[ -6.  12.   6.  -2.  -4.  -4.   2.   0.   0.  -6.   0.   0.   6.   0.
  -8. -12.   6.   4. -10.  12.  -6.  -6.   0.   6.  -6.   6.   2.   0.
  -4.  -4.   6.   2.   2.  -2.   6.   0.   2.  12.  12.  -2.  12.   2.
  -8.   2. -12.  -4.   6.   6.  -2.   6.  -4.   6.  -2.  -6.   4.  -6.
  -6.   2.   0.  10.  -4.   0.   8.   4.], shape=(64,), dtype=float32)",10.876045,0.37435689283178464
198,175,"tf.Tensor(
[-13.   3.   1.  15.   1.   3.  51.  33.  21.  -7.   9.  -5.   3.  15.
  11.   9.  15.   5.  13.  31.  13.  21.  -9.  35.  17.  13.  37.  31.
  67.  51.  19.  37.  31. -19. -39.  55. -21.  63.  39.  27.  -9.  13.
  15. -21.  39.  25.  15.   9.  15.  13.   9.  57.  33.  41.  -3. -25.
  51.  37.  39.  11.  -3.  43.  15.  17.], shape=(64,), dtype=float32)",10.932951,0.372494420728144
199,206,"tf.Tensor(
[ 42.  10.  44.  56.  48.  -8.  10.  28.  34.  10.  10. -10.  36.  36.
  34.  44.  42.  24.   6.  18. -58.  44.  48.  34.  12.  48.  36. -34.
  38.  30.  42.  30.  32. -30.   0.   8.  30. -18.  78.  32.  -2.  30.
  18.  34.  -4.  38.  36.  60.  20.  50.  36.  54.   8.  24.   2. -12.
  26.   8.  50.  48.  28.   6.  22.   0.], shape=(64,), dtype=float32)",10.860395,0.37064121465486966
200,235,"tf.Tensor(
[ -3.  27.  43.  -5.  59.   3.  27.   9.  33. -15.  53.   7.  51.  -9.
  17.  21.   3. -11.  -3.  11.   1.  45.  25.  15.  43.  11.  -1.  61.
   9.  73.  15.  51.  31.   7.   7.  55.  45.  13.  21.   9.  47.  -1.
  47.  35.  49.  -9.  15.  37.  15.  25.  61.  25.  27.  69.  39.  75.
  33.  33.  49.  -5. -13.   3.  11.  39.], shape=(64,), dtype=float32)",11.559256,0.3687972285123082
201,211,"tf.Tensor(
[ 47.  19.  13.  61.  41. -11.  -5.  49.  43.  13.  29.   1.  11.  31.
   5.  47.   7.  37. -11.  47.  13.  23.  37.  13.  37. -19.   5.  43.
  23.  43.  43.  55.  31.   7.  19.  19.  35.  55.  71.  23.  17.  41.
  11.  -1.   7.  11.   5.  13.  41.  25.  31.  19.  35.  53.  53.  -1.
  17.  11. 109.  13.  41.  25.  29.  41.], shape=(64,), dtype=float32)",11.572873,0.3669624164301574
202,271,"tf.Tensor(
[ -7.  31.  59.  31. -19.  73.  61.  11.  53. 101.   7.  25.   7.  31.
  17.  25.  43.  55.  37.  43.  55.  59.   7.  85.  -1.   1. -11.  19.
  29. -11.  13.  11.  25.  19.   5.  49.  41.  13.  11.  43.  37.  59.
  -5.  65.  65.  29.  95.  13.  47.  -7.   1.  61.  23.  77.  19.  65.
  55.  23.  73.  -1.  35.  73.  23.  61.], shape=(64,), dtype=float32)",11.526326,0.36513673276632586
203,86,"tf.Tensor(
[-14. -10.  22.   2. -14.  32.  14.  28.  -2.  16.  -4.   8.  14.  20.
  28.  26. -10.   2.  -4.  26.   2.  -2.  50.  32.  -2.   2.   2.  32.
  46.   8.  26.  -2.  26.  26.  -2.  20.  10.  20.  16.  14.  20.  -8.
  26.  28.   4.  28.  22.  14.  10.  22.  14.   8.  10.  16. -22. -14.
  50.  16.  20.  10.  34.   2.  40.  -4.], shape=(64,), dtype=float32)",11.493907,0.3633201321057969
204,334,"tf.Tensor(
[ 38. -50.  40.  76.  70.  70.  28.  10.  34.  68.  46.  38.  70.  74.
  88.  26.  70. 100. -26.  26.  58.  32. 100. -16.  38.  38.  28.  38.
  32.  22. -28.  38.  52.  56.  28.  46.  68.  32.  16.   4.  56.  22.
  80.  50.  52.   4.  74. 104.  52.  58.  70.  86.  70.  50.  86.  94.
  70.  20.  62.  52.  56.  26.  56.  34.], shape=(64,), dtype=float32)",12.162751,0.36151256925949943
205,275,"tf.Tensor(
[ 19.  23.  65.  47.  89.  11.  29.  65.  83. -17.  53.  67.  41.  43.
  65.  25.  53.  35.  47.  85.  41.  19.  35.  25.   1. -23. 119.  73.
  31.  95.  49.  73.  11.  67.  89.  47.  37.  55.  35.  23.  19.  29.
  55.  13.  35.  65.  91.  79.  77.  77.  65.  37.  23.  31.  31.  47.
  35.  61.  61.  47.  91.  37.  97.  35.], shape=(64,), dtype=float32)",12.061353,0.35971399926318354
206,105,"tf.Tensor(
[ 45.  15. -21.  33.  33.  21.  -9.   3.  21.  21.  21.  -9.  -9.  39.
   9.  21.  33. -21.  15.  45.   9.   9.   9.  39.  27.  -3.  15.   3.
  39.  33.  -9.  15.  -3.  15.  45.  27. -27. -15.  45.  -3.  33.  27.
  33.  33.   3.   9.  -3. -15.  27. -15.  -3.   3.  21. -15.  45.  33.
   9.   9.  15.  15.  15. -33.   9.  45.], shape=(64,), dtype=float32)",12.049553,0.35792437737630206
207,10,"tf.Tensor(
[-2. 10. 10. -4.  4. -2. -2.  2.  4.  4.  2.  2. -4. -2. 10.  4. 10.  2.
  8. -2. -2. -4.  4.  4.  2.  4. 10. -4. -4. -4. -4.  4.  8.  2. 10.  8.
  2. -8.  2.  8.  4. -8.  2.  4. -2.  2.  4. -2. -4. -2. -4.  2.  4.  4.
 -4.  2. -2. 10. 10.  2. -2. -2.  4. -2.], shape=(64,), dtype=float32)",12.060537,0.3561436590808976
208,147,"tf.Tensor(
[ 63.  13.  43.  33.  -9.  63.  15.  15.   1.  15.  23.  33.  45.  39.
  39.  57.  21.  -7.  29.  25.  27.  41.  15.  45.  -1.   9.  31.  21.
  27.  33.  27.  -5.  35.  41.  43.  11.  23. -11. -19.  33.  45.   9.
  29.  25.  25.  29.  15.  37.   3.   9.  -3.  23.  13.  31.  45.   5.
  43.  25.  37.  -1.  75.  39.   3.  39.], shape=(64,), dtype=float32)",12.014293,0.3543718000804952
209,164,"tf.Tensor(
[ 44.  58.  -8.  76.  44.   8.  44.  40. -38.  32.  32. -14.  76.  32.
  20.   2.   8.  26.  20.  58.  38.  38.  -4.  26.  -4.   8.  22.  10.
   4.  76.  52.  40.  38.  68.  34.  44.  20.  10.  26.  46.  50.  32.
  62.  58.   4.  32.  14.  -2.  40.   8.  28.  32.  22.  22.  10. -22.
  34.  16.  16.  14. -22.  26.  68.  20.], shape=(64,), dtype=float32)",12.142233,0.35260875629900024
210,170,"tf.Tensor(
[ 22.  20.  46. -20.  14.  28.  16.  10.  -4.  14.  -2.   4.  68. -10.
  50.  20.  44. -20.  26.  44.   2. -20.  26.  -4. -10.   4.  -4.  64.
  56.  62.  70.  10.  68.   8.  28.  16.  46.   4.  20.  38.   4.   8.
   4.  28.  16.  20.  56.  22.  16.  -2.  34.  64.  26.   4.   4.  20.
  44.  52.  20.  -4.  20. 100.  -8.  46.], shape=(64,), dtype=float32)",12.070898,0.3508544838796023
211,118,"tf.Tensor(
[  2.  58.  20.  50.  28.   2.   8.   8.  40.  34.  26.  14.  10.  10.
  34.   4. -26.  26.  16.  -8.   4.   8.  -8.  34.  -2.  20.  28.  -4.
  16.  -2.  20.  38.  -8.  28.  32.  14.  32.  50.   4.  -8.  20.  10.
  32.   2.  14.  16.  34.  26. -16. -10.  56.   8.  16.  26.  14.  16.
  28.  44.  22.   4.  10.   8.  38. -10.], shape=(64,), dtype=float32)",12.895923,0.3491089391836839
212,122,"tf.Tensor(
[ 20.  26. -32.   8. -10.  28.   2.  34.  34.  40.  34.  34.  14.  44.
  52.   2.  38.  -8.  26.  16.  34.  26.  -2.  10.   4.  10. -14.   2.
  20.  20.  26.  32.  46.  34. -14.  10.  32.  22.  22.  44. -20. -14.
  16.  -8.  32.  -4.  22.  -2.  38.  34.  26.  26.  52.   2. -14. -26.
 -10. -10.   4.  20. -14.  10.  26.  50.], shape=(64,), dtype=float32)",12.516823,0.34737207878973525
213,194,"tf.Tensor(
[ 50.  32.  30.   2.  38.  48.  62.  -2.  36.  28.  48.  16.  44.  68.
  36.  36.  44. -20.  14.  24.  34.  54. -24.  22.  60.  42.  60.  26.
  14. -10.  30.   2.  30.  48.  36.  36.  14.  -6.  16.  20.  40.   4.
  76.  58.  20.  62.  42.  36.  26.  22.  26.  38.   6.  54.  -6.  36.
   6.  56.   4.  26.  36.  30.  36.  42.], shape=(64,), dtype=float32)",12.739428,0.34564385949227394
