episode,episode_length,total_rewards,avg_q,epsilon
52,48,"tf.Tensor(
[ -6. -18. -18.  -6. -18. -24.   6. -18. -12. -12. -18. -24.   0.  18.
 -30. -18. -12. -24. -18.  30. -12. -24. -24. -24.  -6. -18. -18. -18.
 -18. -12. -18. -24.   6.  18.   6. -12. -12. -12. -30.   0.  -6. -18.
  18. -12. -18.   0.   6. -18. -36. -36. -18. -24.   6. -12.  -6.   0.
 -18.  -6. -24. -30.   0. -24.  -6. -30.], shape=(64,), dtype=float32)",0.41437286,0.7715512668019617
53,27,"tf.Tensor(
[  3.  -3.  15.  -9.  -9.  -3.  -9.   3.  -9.   9. -21.   3. -15.   9.
   3.  -3. -21.  -3.  -3.  21.  -9. -15.  -9.  -3.   3.  -3.  -9.  -9.
  -9.   3.  -9.  -3.  -3. -21.  -3.  -9. -15.   3.  -3.  -3.  -3.  -3.
 -15. -15.  -3.  -9.  -3.   3. -21.  -3.  -9.   9.   3. -21. -21. -15.
  -9.   3.  -9.   9.   3.  -9.  -9.  -9.], shape=(64,), dtype=float32)",0.42589062,0.7677127032855341
54,54,"tf.Tensor(
[ -6. -12. -12. -30.  -6. -24. -36.  -6. -12. -18. -24.   6. -24.  -6.
  12. -18. -12. -18.   6. -24.   0.  -6. -18.   6. -18.   0. -18.  12.
 -12.   0. -30. -12. -12.   6. -24. -30.   0.   6.   6. -12.  -6. -12.
   6. -18. -18.  -6.  -6.  -6. -12.   0. -30. -24.  -6.   6. -30. -12.
 -18. -24.   0. -24. -24. -12. -18. -12.], shape=(64,), dtype=float32)",0.37443393,0.763893237100034
55,22,"tf.Tensor(
[ -8. -16.  -4.   2.  -8. -14.   4.   4. -14.  -8.  -2.   2.  -2.  -8.
   2. -16.  -4.  -4.   2.  -2.  -4.   2. -10.  -4.   2.  -8.  16.   4.
   4. -10. -22. -20. -10. -10.  -4.  -4.   2. -16.   2.  -4. -14.  -8.
 -16.  -2. -10.  -4.   4.   2.   2. -10.  -8.   4.  -4. -16. -10.  -4.
 -10.  -4.  -2.  -4.  -4.   8.   8. -10.], shape=(64,), dtype=float32)",0.3715584,0.7600927732338647
56,31,"tf.Tensor(
[  9. -13.  -7. -15.   9.  -5.  -3.  -9.  -3.   1. -21. -19. -15. -15.
 -13.  -9.   9.  -9.  -3. -11. -13.   3. -15. -31. -13.  -9.   3.  -9.
  -3.  -9.  17.   1.   3.  -7. -13. -27.  -7.  -7.  -9.  -7. -15.  -5.
 -13.   7. -13.  -1.  -5.  -1. -15. -19. -11. -23. -19. -25.  -7. -15.
  -7. -25.  -9. -15.  -7.   9.  -3. -13.], shape=(64,), dtype=float32)",0.4310419,0.7563112171481242
57,54,"tf.Tensor(
[-18. -32. -20.  -4. -24. -12.  -2.   0.  24. -10.   4.  -8.  -6.  -6.
  -2. -16. -10.   0. -34. -16. -20. -12. -10.  -6.  12. -24. -12.   0.
  -6.   2. -24. -34. -36. -18. -14.  -4.  -6.  -2. -24. -12. -18. -12.
 -18.  -6. -26.  -8.   6. -12.  -6. -18.   2.  -4. -14. -18. -14.   2.
 -24. -18.   6.  -4. -18.  -6. -22. -32.], shape=(64,), dtype=float32)",0.41172734,0.752548474774253
58,34,"tf.Tensor(
[-10. -20.  -8. -16. -16.  -8.   4.   2.  -4.   8. -14. -20.  -4. -16.
 -14.   8. -16.  -2. -10.   2.  -2.  -8. -10. -16.  -4.  -4.   2. -22.
   8.   2. -16. -10.  -2.  -4. -20. -10.  -4.  -8. -20. -16.   2. -14.
 -22.   4. -14. -14. -14.  -4.  -2. -10.  -4. -28.  -8.  -4.  10. -28.
  -4.  -4. -16. -28. -10.  -2. -22.  -2.], shape=(64,), dtype=float32)",0.38997096,0.7488044525116946
59,23,"tf.Tensor(
[ -7.  -1. -17.  -7.  -5.  -5.  -5.  -5.  -7.  -7.   1. -11.  -5.   1.
  -7. -13.  -1.   1.  -5.   7. -17. -11.  11. -11.  -5. -19.   1.  -5.
  13.   1.  -7.  -7.  -5.   1. -11.  -1.  -5.   1.   1.  -7.  -5.   7.
   1.  -5.   1.   1.  -1. -11.   7. -19.  -5.   7.  -7. -11.  -5.  11.
 -19. -11.  -7.   5.  -5.  -5.  -7.   1.], shape=(64,), dtype=float32)",0.50614107,0.7450790572255668
60,39,"tf.Tensor(
[-13.  -7.   7. -19. -33.  -3.  13.  -9. -19.  -1. -11.  -9. -15.  -9.
   9.  -9. -15. -23.  -5. -21.  -9. -27. -19.  13. -11.  -9.   7. -15.
   1.   3. -13.   9. -27. -11. -21.  -3.   9. -15.   3. -15.   1.   3.
  -9. -15. -17.  -5.  -9.  -5.  19.  -9.   9.  13.  -1. -23.   3.  -9.
  -3. -23.  -7.  -1. -21.  -9.  -1. -33.], shape=(64,), dtype=float32)",0.524542,0.7413721962443451
61,35,"tf.Tensor(
[ -9. -17. -15. -27. -27.  -9.  -1. -15. -23. -23.  -9. -11.  -5. -15.
 -15. -27. -15.   3. -13. -11. -11.  -9. -11.  -3. -19.  -3.  -9. -21.
 -13. -11. -17. -21.  -9.  -7.   1.  -9.   1.  -5. -17. -13. -15.  -5.
 -15.  -3. -21.  -3.  -7.  -9.  17.  -7. -11.  -3.  -5.  -3. -17.  -7.
  -9.  -9.  -3.  -9. -21. -17.   1.  -9.], shape=(64,), dtype=float32)",0.44298822,0.7376837773575574
62,60,"tf.Tensor(
[-20. -16. -24. -26.  -6. -12. -14. -38. -18.  -4. -18.  -6. -34. -36.
 -30. -18. -12. -18. -26. -10.   0.   6. -22.  -4.   4. -18.  -6. -24.
  -2. -30. -30.   0. -24.   0.   0. -18. -22. -42. -18.  -2. -30. -48.
 -14. -18. -12. -34.  10. -16.   0. -18.  -4. -30. -10. -10. -28.  -2.
 -24.  -6.  -8.  -8.  -2. -42. -22. -30.], shape=(64,), dtype=float32)",0.44097024,0.73401370881349
63,37,"tf.Tensor(
[ -9.  -5.   9.  -7.   1.  -9. -19.  -7.  -9. -23.  -7. -15.   3.   7.
 -21.  -3. -13. -13. -15.   3. -15.  -5. -15. -15. -19. -27. -13. -21.
 -19.   3. -13. -31. -15.   7. -19.  -3.  -9. -31.  -9.  -7.   3. -19.
 -13.  -5.  -7. -21. -15. -11.   7.  -5.  -3.  -9. -11.  -3.   3.  -9.
 -13. -25. -19.  -7.  -7. -19.  -5. -15.], shape=(64,), dtype=float32)",0.46830004,0.7303618993169055
64,71,"tf.Tensor(
[-13. -33.  -7. -23.  -9. -29. -21. -11. -19. -19. -17. -19. -11. -15.
  -9. -27. -23. -23.  -3.   1.  -3. -45. -17. -23.   1.   3. -29. -35.
 -21. -31. -29.  -9. -53.  -9. -23. -39. -29. -17.  -7. -29.  -3.  -5.
 -17. -31. -21. -17. -15. -19.   9.   9.   1. -21. -25. -17. -23. -19.
  -3. -11. -29. -11. -27. -15.  -9. -17.], shape=(64,), dtype=float32)",1.0106304,0.7267282580267718
65,30,"tf.Tensor(
[ -2.   2.   6.  -6. -12. -24. -14.  -4.  -8.  10.  -6. -14. -18. -16.
 -22. -12. -16.  -6. -12.  -4. -10.   6.  -4.   0.  -6. -10.  -6.  -6.
 -18.  -2. -18. -14. -12. -12. -28. -18. -10.   0. -18.  -6. -12.  -6.
 -12.  -8.   4. -24.  -6. -14. -18. -12. -12.  -6.  10.   0.   8. -14.
  12. -18.   2. -18. -12.   4. -18. -10.], shape=(64,), dtype=float32)",0.80627537,0.7231126945540018
66,30,"tf.Tensor(
[ -6.   0.   6.  -6. -12.   8. -18.  -6. -12. -18.  -4.   2. -12.   0.
 -12. -18. -12.  18. -10.  -8.   6.   6.  -8. -10.   0.  -2.   0. -18.
  10. -22. -16.   0.   0. -24. -14.   0.  10. -12. -12.   2. -18.  -6.
   6. -10. -18. -10.  -6. -10. -16. -16.  -4. -16. -12. -10.   6.  -4.
 -18.  -6.   6.   2. -18.  -4. -16.   0.], shape=(64,), dtype=float32)",0.8024728,0.719515118959206
67,38,"tf.Tensor(
[-14. -16.  -4.  -8. -14. -10.  -8.  20.  10. -26.   8. -16. -20.  -4.
 -22.  -8. -10.  -2.   2. -20. -10. -20. -20.  -4.  -2.  10.  -2.  -8.
 -26. -16.   2. -14. -20. -14.  -8. -14.  -8. -20.   8. -16.  -2. -26.
 -20. -10. -20. -10. -14.  -4. -22.  -4.   2. -16.  -8. -10.   2.  14.
 -16. -14. -16.  -4. -10.   2.  -4. -22.], shape=(64,), dtype=float32)",0.8969883,0.7159354417504538
68,50,"tf.Tensor(
[-10.  -8. -14. -14. -20. -32. -10.  -4. -14.  -8.   4.  -4.   2. -26.
 -20.  -8. -10. -22.   8. -26. -22. -16. -14. -26.  -8.  14. -26. -20.
  -4. -20. -20.  -8.   4. -14.   4. -10. -14.  -8. -20.  -4.  -8.   2.
 -14. -16.  -4.  -2. -14.  -4. -10. -22.  -8. -14.  -2. -14. -22.  10.
 -26.  -4.  -8. -26.  -8.  -4.   8.  -8.], shape=(64,), dtype=float32)",0.8719107,0.7123735738810486
69,16,"tf.Tensor(
[ -2.  -4.   8.  -4.   2.  -4.  -8.   4.  -4.  -4. -10.  10.  -2.  -4.
   2.  -4.  -2.   4.  -8.  -4.   4.  -2. -16. -10.   2.  -8.  -4. -10.
 -14.  -4. -16.   2. -10.  -4.  -4.  -2. -10. -10.  -4.  10.  -4.  -8.
 -10. -14.  -8. -10.  -4.   4.  -2.  -2. -10. -10.   2.   2.  -8. -10.
 -10.   4.  -4. -16. -10.  -8.  -2.   2.], shape=(64,), dtype=float32)",0.894794,0.7088294267473121
70,18,"tf.Tensor(
[-12.   6.  -6.  -6.  -6. -12. -12.  -6.   0.   6.  -6.   6. -12. -12.
   6.  12. -12.  -6. -18.  18.  -6.   0. -18.  -6.  -6.  -6.   0.   0.
   0. -12. -12.   0. -12. -12.  -6. -12.   6.   0. -12.   6.   0.  -6.
 -12.   0.  -6.   0. -12. -12.  -6.  -6.   0. -12.   6.   0.  -6.   0.
   0. -12.  -6.   0.   6.   0.  -6. -18.], shape=(64,), dtype=float32)",0.82365644,0.7053029121863803
71,14,"tf.Tensor(
[ 10.  -2.  -2.  -8. -10.  -8. -14.  -2. -14.   2.  14.  -2.   2.  -2.
  -8. -10.   4. -14.   2.  -4. -14.  -2. -10.   4.  -8.  -8.  -2.  -2.
  -2. -10.   2.  -8.   8.  -8.  -4.   8.  -8.   4. -14.  -8. -14.  -2.
  -2.  -2.   2. -14.  -8.  -2.  -8.  -8. -14.  -8.   8.  -8.  -8.  -8.
  10.  -8.  -2. -10.  -8.  -8.  -2.   4.], shape=(64,), dtype=float32)",0.77902335,0.7017939424740103
72,38,"tf.Tensor(
[-26. -24. -14. -18. -24.  -8.   6. -20. -12.   8.  -6. -14. -16.   4.
 -12. -12.  -2.  -6. -22. -12. -26. -26.  14. -14.   0. -20.  -8. -14.
 -18.  -4.   6. -14. -18.  -2.  -6. -16. -12.   0.  -8.   0. -14.  -8.
 -20.   6.  -4.  -2.   6. -14. -20. -14. -12.  10. -12.  -2.   0.  -2.
  -8. -12.  -8. -18. -18.   4.  -6. -24.], shape=(64,), dtype=float32)",0.85078734,0.6983024303223984
73,46,"tf.Tensor(
[-18. -18. -16. -12.  -6. -18. -18.  -4. -12.  -8. -34. -16.  -8. -24.
   4. -24. -34. -14.  10.  12. -18. -10.  -2. -22. -26. -12. -16.   2.
 -30.   6. -16. -22. -28.  -4. -10.  -6.   0.  -2.   6.   0. -10. -10.
  -4. -20. -24.  -4. -14.   2. -18.  -4.  -2. -12.  -4. -34. -14.   8.
 -40.  -2.   6. -10.  -8. -22.  -6.  -2.], shape=(64,), dtype=float32)",0.98686296,0.6948282888780084
74,22,"tf.Tensor(
[ -8.   8.  -4.  -4.  -2.   4.  -4.   2. -10.  -8.  -4.   8.  -8. -14.
  -8.  -2.   8.  16. -14.  10.  -2. -10.  -8.  14.  -2.   4.  -4. -16.
 -16.   2. -10.  -4.  -4. -10. -22. -22.   2. -20.  -2.   2.   8.  -4.
 -16.  -2.   2.  -4.   4. -16.  -2. -16.  -8.  -2. -16. -22.  -2.  -4.
  -4.  -2.   4.   8.   4.  -4.  -4. -14.], shape=(64,), dtype=float32)",1.0238388,0.6913714317194114
75,32,"tf.Tensor(
[-14.   2. -10.  -2.  -8.  -4. -16. -10. -26.  -2. -14. -10.  -4.   2.
 -14.  10. -26.  -8.  -8. -10.  -8.   2.  -2. -10. -20. -20.  -2.   4.
 -10. -16.   4.  -2.  -8.   2.  -8.  -2. -14.  -8.  -2.  -4. -10. -20.
  -8. -20. -10. -10. -26.   2. -26. -14.  -8.  -8.  -2. -20. -14. -20.
 -20.   8. -26. -10. -22. -20. -20.   8.], shape=(64,), dtype=float32)",1.0596653,0.6879317728551358
76,91,"tf.Tensor(
[-25. -35. -17.  -7.  -7.  -5. -23. -35. -19. -31. -31.  -5. -35. -11.
 -31. -31. -37. -37. -25.  19. -13.  -5. -13. -11. -19. -19. -37.  -1.
 -11. -41. -19. -43.  -7. -23. -37. -31. -13. -25. -31. -23. -11.  11.
   5. -37. -35. -17. -31. -11. -49. -19. -19. -31.  -1.  -7. -37. -43.
  -7. -41. -49. -35. -29. -31. -13. -23.], shape=(64,), dtype=float32)",1.0715938,0.6845092267215283
77,84,"tf.Tensor(
[ -6. -18.  -6.   0.   6.  12. -18.   0.  12.   0. -12. -24. -30.   6.
   0. -36. -12.  -6. -24. -30. -18. -36. -30. -36. -36. -36.  12. -18.
 -18. -30. -30. -18. -24. -30. -18. -66. -24. -30. -18. -24. -36.  -6.
 -12. -36. -30. -24. -18. -24. -48. -36. -12.   6. -42. -30. -30. -18.
 -12. -24. -18. -36. -48. -24. -18.  -6.], shape=(64,), dtype=float32)",1.1078825,0.6811037081806252
78,76,"tf.Tensor(
[ -2.   2. -26. -34.  -8. -22.  -4.   4. -32. -14. -28. -34. -28. -46.
 -10. -14. -16. -34. -50. -28. -40. -14. -16. -28. -10. -14. -14. -14.
 -44.   8. -16. -20. -34.  -4. -28. -28. -38.  -4. -14. -16.   8.  -8.
 -16.  -4.  -4. -22.  -2. -14. -16. -22. -44.  -8. -22.  -2. -14. -10.
 -22. -28. -14. -22. -34. -26. -28. -20.], shape=(64,), dtype=float32)",1.1301436,0.6777151325180351
79,82,"tf.Tensor(
[-32. -22. -30. -24. -18. -12. -28. -20. -30. -20. -40. -10. -22. -34.
 -34.  12.  -4. -34. -24. -34. -10.  24. -30. -22. -40.  -2. -36.  -8.
 -20. -28. -42.  -8. -24. -40. -28. -10. -20. -22. -20.  12. -30. -12.
 -10. -18.   6. -28. -30. -26. -28. -18. -12. -20. -22. -18. -30. -40.
 -12. -28. -42. -28. -28. -42. -48. -42.], shape=(64,), dtype=float32)",1.0350914,0.674343415440831
80,65,"tf.Tensor(
[-21. -21. -11. -19. -21.  27. -23.  -3.  -5. -39.   3.  -3.  -3. -11.
  -3. -17.   7. -23. -15. -11.  -9. -23.  -3. -15. -23.  -9. -15. -21.
 -21. -15. -25. -21. -19.  13. -29. -29.   3. -23.   9. -13.   3. -27.
  -5. -19. -25. -29. -35.  15. -33.   3. -23. -13. -15.   1. -23. -17.
  -9. -29.  -5.  -9.  15.  -9.  -1. -17.], shape=(64,), dtype=float32)",1.1216016,0.6709884730754538
81,50,"tf.Tensor(
[ -8.   2. -14.   2.   2. -20. -20. -20. -14.  -8. -16. -28.  -4.  -2.
   8. -20.   4.  -8. -10. -26. -22.  -8. -26. -16.  -8. -26.  -4. -26.
   4. -28. -16. -14.  14. -20. -26. -26.   4. -20.  -2. -34.  -8. -16.
 -14.   8.   8. -14.  -2.  10. -10.  -8. -14. -22.  -4. -14. -26. -14.
  -8. -20. -20. -16.   2. -28.   2. -20.], shape=(64,), dtype=float32)",1.2461562,0.6676502219656257
82,71,"tf.Tensor(
[-11.  17. -29. -31.  -1. -17. -23. -23.  11.  13. -23. -25. -41.  -5.
 -23.  -5. -25. -11. -41.  -7. -13. -29. -19.   1. -25. -29. -31. -29.
  -1. -29. -43.  -5. -35. -23. -31. -29. -13. -23. -23. -41.  -5. -41.
  -5. -13. -29.   1. -35.  -7. -31. -17. -35. -17.  -5. -29.  -7. -17.
   5.  -5. -25.  -1. -25. -29. -43.   5.], shape=(64,), dtype=float32)",1.0984,0.6643285790702744
83,114,"tf.Tensor(
[-12. -36. -24. -40. -22.  12. -14. -48. -22. -20. -32. -30. -26. -50.
 -32. -56. -42. -30. -32.   6. -54. -62. -28. -56. -30. -26. -12.   0.
 -52. -44. -40. -24.  -8. -20. -46. -44. -24.   0. -18. -12. -36. -42.
 -30. -30. -36. -26.   0. -36. -24.  12.  -6.  10. -32. -30. -16. -42.
 -28. -78. -34. -18.  -4. -36. -76. -18.], shape=(64,), dtype=float32)",1.1975724,0.6610234617614672
84,40,"tf.Tensor(
[-10. -14. -16.   2. -16.  -4.  -8. -16.   2.  16. -20.  -2.  -2.  -8.
  -8.  -8.  -8. -10. -14.  -8.  22. -14. -10. -14. -20. -26.  -2.  -4.
 -22.  -2. -16.   8.  -2. -14.  -4. -20. -14. -10.   8.   2. -10.  -4.
 -10.  -2.   8.  -8. -10. -26.   4.   8.   2.   4. -14. -10.  14. -10.
 -10. -10. -16.  -8.  -4.  -4.  -4. -14.], shape=(64,), dtype=float32)",1.5548463,0.6577347878223555
85,61,"tf.Tensor(
[-17.  -7. -17. -31. -31.  -5.  -7.  -1.  -7. -17.  -7.   5.  -7. -19.
 -31.  -5. -29. -19. -13. -25. -31. -13. -13. -17. -35. -13. -11.  13.
  -7. -31.   5. -43.   5. -19. -19. -25. -37. -13. -29.  -7. -31.   7.
 -37.  -1.  -7. -11.  -1. -29. -19. -11. -11. -23. -37.  -7. -25. -19.
   1. -17.  17. -31. -31.   7. -29. -17.], shape=(64,), dtype=float32)",1.4617102,0.6544624754451299
86,20,"tf.Tensor(
[ -4.  -2.  14.  -8. -14. -16. -14.  -8.  -8.  -4.  -8.  -8.  -2. -14.
 -14.  -4. -10. -14. -14.  -8.   4.   4.  -2.   8.   2.  -2.  -4.   2.
  -8.  -8. -20.  -8.  -2.  -8.  -2.   4.  -2.   4.  -4.   4.   4. -10.
 -14.  -8. -14.   2. -14.  -4.  -2.  -4.   2.   8.  -8.  -2.  -8.  -2.
   2.   2. -14. -14.  10.   8.   8. -16.], shape=(64,), dtype=float32)",1.4612687,0.651206443228985
87,24,"tf.Tensor(
[-12.   0.   6. -12. -12.  18.  -6. -18.  -6. -18. -12.  -6.  12.  -6.
   6. -12.  -6.  -6. -12.  -6.   0.   0.   0.   0. -12.  -6.   0.  -6.
 -12. -12. -12. -18.   0. -12. -12.   0. -12.  -6.   0.  -6.  -6.  12.
  -6.   0.   6. -12. -24.  -6. -12.  -6.   0.   6.   0.  -6.  -6. -24.
 -12. -18.   0.  12.   0. -12. -12.  -6.], shape=(64,), dtype=float32)",1.318618,0.6479666101780946
88,16,"tf.Tensor(
[ -4.   2. -10.  -2.  10.   2.   4.   4.   2. -16.   8.  -2.  -2. -10.
 -10.  -4. -10. -16.   2.  -4.  -2. -10.   2. -16.   2.  -2.  -8. -10.
 -10.  -2.   8.  -4.  -2.   4. -10.   2. -16.  -2.  -8.  -8.  -2.   4.
  -8.  -4.  -8.  -4.  -4.  -4.  -2. -10.   4.  -8.  -4.  -4. -10. -10.
   2. -10.  14. -16.  -2. -16.  -4.  -2.], shape=(64,), dtype=float32)",1.392068,0.6447428956995968
89,10,"tf.Tensor(
[  2.   2.  -6.   0.   0.  -6.   0.  -6.  -6.  -6. -10.   4.   4.  -4.
  -4.  -6.  -4. -10.  -6.   6.  -6.   6.  -6.   0.  -6.   4.   0.   0.
  -4.  -6.  -4. -10.  10.   0.   0.  -6.   2.  10.  -2.   4.   4.  -6.
  -2.   0.   4.   6.  -4.   0.   4. -10.  -2.   6. -10.  -4.  -6.   0.
  -6. -10.   0. -10.   0.  -4.  -6.   4.], shape=(64,), dtype=float32)",1.4357705,0.6415352196015889
90,87,"tf.Tensor(
[-21. -27. -37.   1. -29.   9.   1. -23. -27. -19. -11. -33. -19.   3.
 -15. -37.   9. -45. -15. -21.  13. -61. -33. -25. -27.  21.  -3. -43.
 -39. -29.   3.   7. -27. -35. -39. -19. -33. -19. -33. -19. -45. -33.
 -43.  -7.  -7. -15. -21.  -9. -25.   9. -27.  -9. -21. -33. -31.  -3.
 -31.   1.  -1. -27. -27. -11.   9.  -9.], shape=(64,), dtype=float32)",1.5784242,0.6383435020911333
91,103,"tf.Tensor(
[-13. -25. -19. -47. -35. -41. -17. -17.   7. -37. -29.  19. -25.  -7.
 -43. -19.   5.  -1. -59. -17.   7. -25. -29. -31. -17.  19. -19.   5.
 -19. -23.  -7. -11. -23.  -5. -11. -49. -31. -49. -29. -13. -17.  -1.
 -19. -31. -13. -35. -25. -29.  11. -25. -11. -13. -25. -37.  -7. -23.
 -19.  -5. -19. -19.  -7. -23. -29.   7.], shape=(64,), dtype=float32)",1.524532,0.6351676637722721
92,175,"tf.Tensor(
[ -7. -55. -29. -19.  11. -31. -29. -43. -29.   1. -37.   7. -19. -43.
  -7. -25. -31. -55. -61. -47. -43. -37. -67. -37. -17. -65. -49.   5.
   7. -41. -55. -31. -49. -49. -77. -49. -17. -61. -23. -11.  13. -31.
 -41. -49. -11. -47.  -5. -43. -11. -31.  -5. -47.  -7. -77. -35. -29.
 -31. -37.  13. -31. -17.  -5. -55. -19.], shape=(64,), dtype=float32)",1.5953884,0.6320076256440519
93,21,"tf.Tensor(
[ -9.  -9.  -5.   9.   3.  -1.  -9.   5.  -3.  -9.  -9.  -3.  -7.  -1.
  -7.  -9. -21.   3. -15.  -9. -13. -13.  -9.  -3.   7.  -3.  -7.  -3.
   3.  -5.  -7.  -3.   5.  -3.   3. -15.  -5.  -9.   1.  -3. -17.  -3.
   7.  11.  15.   1.   3.  -3.   3. -19.  -3. -17.  -9.  -9.  -3. -11.
  -1.   3.  -3. -13.   3.   7.  -7.  -1.], shape=(64,), dtype=float32)",1.6799952,0.6288633090985591
94,16,"tf.Tensor(
[ -4.   8.   8.   0.  -6.  -8.  -6.   4.  -6.   6. -10.  -6.  -6.  -6.
 -12.  -6.  -4.  -6.   0.  -2.   4.   6.  -4.  -4. -16.   0.   4.   0.
  12.   2.   0.   0.   4. -10.  -6.  -6. -12. -10.   2.  12.  -4. -10.
  -4.   6.  -6.   2. -12. -12.   6.   4.  -2.   6.   2.  -6.  -8.  -4.
   0.   0.  -2.   4.  -6.   0.  -2.   0.], shape=(64,), dtype=float32)",1.6782048,0.6257346359189644
95,43,"tf.Tensor(
[ -7.  -7. -19. -17. -17. -11. -13. -11. -19.  -1. -13. -31.  -1. -19.
   5.   1.   5. -11. -17. -17. -17. -19.  -1. -25. -13. -13. -11.   1.
 -31.  -1. -19.   7.  -5.   5. -25. -23.  -5. -13. -25. -13.  -7. -13.
 -31.   5.   5.  11. -31.  -5. -19. -11. -11. -11.  -7.  11. -17. -13.
  -7.   1.  -5.  -5. -19.  -5. -11.  -7.], shape=(64,), dtype=float32)",1.6439291,0.6226215282775766
96,50,"tf.Tensor(
[ -4. -14. -16.  -4.  -4. -22. -16. -10.  -8. -38. -38.   8. -26.   4.
  -4.  -8.   2.   8.  -2. -20.  -4.  -2. -10.  -4.  14.  26. -26.  10.
   4. -22. -16.   2. -16. -10.   4.  10. -16.  -2. -10.   2.  -4.   4.
   4.  -4.  -2. -10. -14. -20. -10. -16. -26.   4. -14.   2.   8. -14.
   2. -20.  14.  -4.   8. -10.  -8.   2.], shape=(64,), dtype=float32)",1.79767,0.6195239087339071
97,74,"tf.Tensor(
[ -4. -18. -10.  24. -18. -16. -10. -18. -14.   4. -32. -12.   4.  -2.
 -28.  -6. -28.   6. -32.  -8.   8. -14.  12. -12. -24. -34. -30. -14.
 -30. -36. -24.  -6. -28. -34.  16. -12. -22. -12. -24. -12. -10. -32.
 -12. -16. -20.   8.  -2. -30. -12. -18.   0.  -8. -20. -10.   2. -30.
   0.  22. -12. -10. -22. -30. -32. -10.], shape=(64,), dtype=float32)",1.7377716,0.6164417002327434
98,100,"tf.Tensor(
[-12.  16. -54.   2. -24.  -2.   6.  -6. -24. -40. -16. -10. -16. -28.
 -12. -30. -14. -18.   0. -34.  -8. -16. -22. -40. -10.  -2. -18.  -6.
 -36.   6. -28.   6. -14. -44. -22. -26.  18.  -2. -40. -10. -24. -40.
 -26. -14.   2.  -8. -28.   0. -34. -16. -32.  14.  -6.  24. -38.  -8.
   0.   0. -10. -12.  -6. -10. -46. -14.], shape=(64,), dtype=float32)",1.6849467,0.6133748261022323
99,83,"tf.Tensor(
[ -9. -19.  -5.  -9.  -1. -27. -35. -31.  -3. -51. -21. -39. -21. -23.
 -35.   3.  -3. -25. -27. -21. -37. -27. -11. -51. -11. -39. -33. -25.
 -27.  -9. -41. -19. -21.  11. -57. -39. -35.  -9. -15.   3. -11. -27.
 -33. -27.   1. -15. -21. -35.   3. -27. -15.   3.  -3. -17.   3. -13.
  11. -33. -23. -21. -17. -15.   7. -15.], shape=(64,), dtype=float32)",1.7170212,0.6103232100519724
100,10,"tf.Tensor(
[ -6.  -6.  -6.  -6.   0.   2.   6.   0.  -4.  -6.  -6.  -2.   0.  -6.
 -10.   6.  -4.   6.  -4.   4.  10.  -6.   6.  -6.  -4.  -6.  -6.   0.
   4.  -4.   2.   0.  -6.  -6.  10. -10. -10.   0.  -6.   0. -10.   4.
   2.  -4.   2.   0.  -6.   2.  -6.  -6. -10.  -2. -10.   2.  -4.   0.
  -2.   0.  -4.  -2.  -4.   0.   0.  -6.], shape=(64,), dtype=float32)",1.708664,0.6072867761711169
101,33,"tf.Tensor(
[  9.   3.   5. -17.   1.   3.  -3. -11.  -9.   1.  13.  -7.  -9.  15.
 -15. -17.  -5. -23.  -3.  -3. -13.   1.   5. -11.  -3.   5. -23. -21.
  11.  -9.  -5. -23.  15.   3. -13.  -5. -21.  -1.  -5. -15.   7.  -1.
 -21.   7.  -3. -13.   7. -11.  -3.   9.   3.  -9.   1.  -5.  -3. -23.
  -3. -13.  -3.  -9. -15.  -5.  -1.   9.], shape=(64,), dtype=float32)",1.650996,0.6042654489264846
102,17,"tf.Tensor(
[-11. -17.  -5.  -3.  -1.  -5.  -1.  11.   7.  -1.  -3. -11.   3.   3.
  -5.   3.  -1.  11.   7.   5. -11.  11.  -5. -13. -11.  -3.  -3.   1.
  -5.  -5.   3.   3.   3.   1.   1.   5.  -9. -11.   5.   1.   5. -15.
   1.  -9.  -5.  -5.   5.  -7.   3. -11. -11.  -1.  15.  -7.  -9.  -1.
  11.  -5.  -9.   9.  -5.  -3.   1.  -7.], shape=(64,), dtype=float32)",1.6902832,0.6012591531606812
103,108,"tf.Tensor(
[-30. -12. -22.  -6. -26. -12. -14. -14. -18.   0. -48. -18. -32. -40.
 -10. -36.  10.  10. -12.  -6. -24. -32. -28. -20. -48. -38. -18. -10.
 -46. -24. -18. -34. -40. -28. -24. -38. -32. -30. -26.  -4. -54. -50.
 -12. -18. -36.  -6. -26.  -8. -20.  -4. -10.  12. -22.   6. -32.   4.
  -2. -48. -18.   6. -34. -36. -24. -18.], shape=(64,), dtype=float32)",2.0491655,0.5982678140902301
104,126,"tf.Tensor(
[-54. -30.  18. -30. -12. -30. -16. -24. -22.  12. -22. -34. -10. -24.
  12. -16. -42. -36. -16.  10. -24.   6. -48. -48. -16.  -4.  26.   6.
 -20.  -4. -36.  16. -20. -36. -24. -42. -34. -40.   6. -18. -12.   0.
  -4. -22. -30.  -4.  18. -48.  -6. -36.  -2. -20. -26.   4. -16. -16.
 -46.  -6.  -8.   6. -20. -22.  -4.  -8.], shape=(64,), dtype=float32)",2.2177143,0.5952913573037116
