episode,episode_length,total_rewards,avg_q,epsilon
0,3613,-3613.0,-3.8090427,1.0
1,40899,-40899.0,-36.121407,0.9950248756218907
2,27048,-27048.0,-51.274006,0.990074503106359
3,19457,-19457.0,-59.631516,0.98514875930981
4,12169,-12169.0,-64.07025,0.9802475217013037
